z (m), u (m/s), V (1/s), T (K), rho (kg/m3), H2, H, O, O2, OH, H2O, HO2, H2O2, N, NH, NH2, NH3, NNH, NO, NO2, N2O, HNO, N2, 
0.023839031693630306, 3.5236740606174002, 1.0344337013287476e-213, 470.01197587838959, 0.56401069931139669, 0.25954699053590757, 0.00040584462570467127, 3.942839818121712e-05, 0.14999111216514405, 0.00052021065147807289, 0.0096987979023439985, 0.00051738652159198152, 0.00011014772716692222, 1.6950206629362262e-11, 2.0725012435399402e-12, 1.067411946843197e-13, 3.770032003174312e-13, 3.2302914457108108e-12, 5.6758513028081893e-09, 2.7841120622810489e-10, 2.4635589450513944e-11, 2.3013208091757582e-11, 0.57917007544783339, 
0.023840908970742106, 3.5931103698651206, 1.0344336900613937e-213, 479.76646630862143, 0.55310926058149912, 0.25826235191855285, 0.00047500416900843415, 4.4198766068564696e-05, 0.14979976736168946, 0.00057143498481773756, 0.010487244701503792, 0.00051618520679427458, 0.00011362085286881194, 1.949543273915727e-11, 2.4325793708591894e-12, 1.1592951200312291e-13, 4.1596112237834063e-13, 4.4091856101260324e-12, 6.383057064759157e-09, 2.6939141020521013e-10, 2.831869537062888e-11, 2.5050879966909506e-11, 0.57973018530600895, 
0.023844663524965708, 3.7370723169302953, 1.034433691726738e-213, 500.0, 0.53179810594796506, 0.25564462072301658, 0.00063709073445329472, 5.4861498992455417e-05, 0.14937090344007922, 0.00067533790799268541, 0.012159777746624179, 0.00050699118016294818, 0.00011963785007340787, 2.581763481096317e-11, 3.3529832985627402e-12, 1.3654525796129151e-13, 5.029552054566963e-13, 7.9601455863362357e-12, 7.9939519794466131e-09, 2.4815941679734418e-10, 3.7036928046452349e-11, 2.931353731731299e-11, 0.58083077057237309, 
0.023848607698909806, 3.8941539614572833, -6.3116339660231771e-207, 522.11643237728799, 0.51034272916280732, 0.25279606034387597, 0.00084704274928104042, 6.7871970663127622e-05, 0.14885469052319567, 0.00078324768157549921, 0.014063870063776331, 0.00049006921814004508, 0.0001246068569429853, 3.4892013441058164e-11, 4.7277204427449469e-12, 1.622737163948331e-13, 6.0964325013859816e-13, 1.4231215233476172e-11, 1.0015459569710653e-08, 2.2392288096739853e-10, 4.8536068508297504e-11, 3.4039761279811585e-11, 0.58197253021596806, 
0.023852551872853907, 4.0559620559266802, -5.9928786504248423e-207, 544.94820005599422, 0.48997979924079654, 0.2498486513914846, 0.00110107220917169, 8.2905569418729609e-05, 0.14827382917142806, 0.00088539979150309238, 0.016113380584341565, 0.00046807967627768629, 0.00012809518116134748, 4.7392830463208809e-11, 6.6916207550845824e-12, 1.9315924495955381e-13, 7.3421360984226104e-13, 2.4432483676509369e-11, 1.2426739553904412e-08, 2.000681509414677e-10, 6.2959938798544225e-11, 3.8977159394499009e-11, 0.58309857361702422, 
0.023856496046798008, 4.2213293552987858, 3.7226921413999001e-207, 568.33938644036573, 0.47078244099617483, 0.24680757712719384, 0.0014014241161108528, 0.00010018506901243759, 0.14763164639438825, 0.00097808287530444949, 0.018300733226868128, 0.00044317135655588824, 0.00013006483430022135, 6.4540020474267897e-11, 9.4705165914675383e-12, 2.3045570915893643e-13, 8.7909407794910181e-13, 4.031004470795794e-11, 1.5287444005492336e-08, 1.7821971867353242e-10, 8.0936945982680158e-11, 4.4104717606370206e-11, 0.58420709929413039, 
0.023858468133770058, 4.3049275274304488, 9.9785118558261211e-207, 580.19341001383623, 0.46163966073031532, 0.24523739870906822, 0.0015713620509980497, 0.00010989366179606969, 0.1472847968761819, 0.0010203891545191564, 0.019455910602087359, 0.00043014505329370376, 0.00013049196271162569, 7.5573943473738523e-11, 1.1296862384292372e-11, 2.5237087929513964e-13, 9.6111341024596583e-13, 5.1109508690576981e-11, 1.6930775679988444e-08, 1.6827007658917012e-10, 9.1664022440297001e-11, 4.6773885820722417e-11, 0.58475959455266657, 
0.023860440220742109, 4.3890458448201706, 1.8175990705893231e-206, 592.13842289891352, 0.45279090310080217, 0.24364473567969774, 0.0017535387069787176, 0.00012032727825963605, 0.14692254440515612, 0.0010593874854599118, 0.020644996643942832, 0.00041698117457220643, 0.00013053217215558806, 8.8488869962807869e-11, 1.3459438776125821e-11, 2.7665477253756972e-13, 1.0496626603703414e-12, 6.4200715906463316e-11, 1.8723155566483216e-08, 1.5912108215970591e-10, 1.0367521605565713e-10, 4.9500660999176597e-11, 0.58530693725084937, 
0.023862412307714159, 4.4735795763434769, 3.5809711597168365e-206, 604.15837296090433, 0.44423421121141748, 0.24203062177211024, 0.0019479980266532951, 0.00013154718391057745, 0.14654518469464656, 0.0010949418671278603, 0.021867036695755709, 0.00040382567939358221, 0.00013019650801838849, 1.035632169111918e-10, 1.6011570874731659e-11, 3.036083098710747e-13, 1.1451702902853136e-12, 7.9926145947419838e-11, 2.0675783413714512e-08, 1.5078036873759282e-10, 1.1710290348714511e-10, 5.2287203303449232e-11, 0.58584862637548019, 
0.02386438439468621, 4.5584070739513987, 5.7336062476054154e-206, 616.23838365717961, 0.43596624459824662, 0.24039528993512035, 0.0021547327551690015, 0.00014362307382427881, 0.14615308257052978, 0.0011269963209245262, 0.023121109908038437, 0.00039079568073511047, 0.00012949902584699218, 1.2110613072858798e-10, 1.9013239381791942e-11, 3.3357482905057156e-13, 1.2480866097421803e-12, 9.8658824732237873e-11, 2.2800556980954661e-08, 1.4322727413018856e-10, 1.3209133062645685e-10, 5.5135666002383859e-11, 0.58638484735844043, 
0.023868328568630311, 4.7287432099404789, 1.1300275712067947e-205, 640.53598217134891, 0.42025972042900456, 0.23709628972539196, 0.0026002375543434943, 0.00017029180898412243, 0.14533419123234487, 0.0011801827708485771, 0.025695899025491638, 0.00036563393069263323, 0.00012709877831364343, 1.6413527371840276e-10, 2.6482077454396727e-11, 4.0296023567489183e-13, 1.4750910524737017e-12, 1.4638475589235787e-10, 2.755231240259218e-08, 1.3047669855686395e-10, 1.6682883961204775e-10, 6.0961860331278562e-11, 0.58743014692412909, 
0.023872272742574412, 4.8991906887399166, 1.9123668232742738e-205, 664.92251139329062, 0.4056369385957721, 0.23372225710504757, 0.0030929761469726943, 0.00020121080717555909, 0.14446331042837646, 0.0012210048631216227, 0.028380819343003492, 0.00034186973812621549, 0.00012354794868270967, 2.2080366953524804e-10, 3.6515227432365966e-11, 4.8897406569841562e-13, 1.7355565847130332e-12, 2.1072711268760641e-10, 3.3094886545250384e-08, 1.2022595900132699e-10, 2.0918718227677889e-10, 6.705803947623277e-11, 0.58845296965786542, 
0.023876216916518513, 5.0692260811743548, 2.7114985334755308e-205, 689.3239470188729, 0.39202999478608641, 0.23027677509646824, 0.0036318410809653115, 0.0002371724499102633, 0.14354093716561478, 0.0012512276256014163, 0.031170767191648227, 0.00031978292909913265, 0.00011901746405257294, 2.9451725595722784e-10, 4.9810807387612455e-11, 5.9618832754597241e-13, 2.0334616438322932e-12, 2.9508807168020555e-10, 3.9535051354111364e-08, 1.1211389550567856e-10, 2.6058785129419791e-10, 7.3471454433646288e-11, 0.5894524383733698, 
0.023880161090462614, 5.2384356405850694, 3.9231405201795955e-205, 713.68028217092069, 0.37936673303350515, 0.22676290773535038, 0.0042155315277469857, 0.00027906508485038811, 0.14256659593425669, 0.0012730419333620005, 0.034061961128013546, 0.00029947256451842182, 0.000113683373211451, 3.8917860196483144e-10, 6.7193226839661983e-11, 7.3036406969230165e-13, 2.3730868098726208e-12, 4.0299038620041544e-10, 4.6989965292804359e-08, 1.0580764739020846e-10, 3.2266648459091658e-10, 8.0257444844684349e-11, 0.59042769235752768, 
0.023884105264406714, 5.4064985948318336, 4.8355965925408489e-205, 737.94348344204991, 0.36757455259600302, 0.22318321930856086, 0.0048426497116207485, 0.00032784767559854367, 0.1415389023302609, 0.001288833131102469, 0.037051935292797857, 0.00028093033040850815, 0.00010771955066480643, 5.0916977498121001e-10, 8.9616292122818086e-11, 8.9864466566410485e-13, 2.7589943857244643e-12, 5.3796958348735908e-10, 5.5587472482470858e-08, 1.0103171915799883e-10, 3.9729216780118692e-10, 8.7482210329780135e-11, 0.59137790535529344, 
0.023886077351378765, 5.4899728826150245, 5.0283190593679624e-205, 750.0251655702931, 0.36198676648727501, 0.22135456839764098, 0.0051747763327687352, 0.00035544298370033308, 0.14099941704640626, 0.0012954214118631156, 0.038596747597275854, 0.00027223114900071395, 0.00010453595915476934, 5.811331639033294e-10, 1.0324770082366265e-10, 9.99760045557697e-13, 2.9730201600624214e-12, 6.1706559334241922e-10, 6.0410083727111643e-08, 9.9128786361831542e-11, 4.4050371060037783e-10, 9.1326432269949028e-11, 0.59184679677572738, 
0.023888049438350815, 5.5730589717757137, 5.2207628856648216e-205, 762.06885634480636, 0.35659076009249491, 0.21950964006612544, 0.005517377946381144, 0.00038522449415276285, 0.14044463948578481, 0.0013013671760349122, 0.04016750778564835, 0.00026395246533201296, 0.00010124973831116896, 6.6164068176553878e-10, 1.1862509982371581e-10, 1.113299225579266e-12, 3.201150561656152e-12, 7.0431450233938517e-10, 6.5592156860167549e-08, 9.7548279841363978e-11, 4.8795978333508252e-10, 9.5319055547350818e-11, 0.59230897308035069, 
0.023890021525322866, 5.6557516778109029, 5.0522988994375868e-205, 774.07062969198898, 0.35137825302360409, 0.21764909175189864, 0.0058702889141383306, 0.00041732766459065871, 0.13987407493359988, 0.0013069548976262495, 0.041764291184589249, 0.0002560706642963715, 9.7880646179577461e-05, 7.5140156856184629e-10, 1.3591705192688314e-10, 1.2407006331935175e-12, 3.4440800406729316e-12, 8.0015201140872005e-10, 7.115499380714322e-08, 9.6264990475030152e-11, 5.400099856993623e-10, 9.9467796191449816e-11, 0.59276394576018898, 
0.023891993612294913, 5.7380120842180355, 4.8849948088897765e-205, 786.02696402917957, 0.34634161336496322, 0.21577270395808007, 0.0062333185117834202, 0.0004518862909880566, 0.13928731592401697, 0.0013124558241184186, 0.043387202580863329, 0.00024856395592860416, 9.4447707542721771e-05, 8.5114715122124855e-10, 1.5530063314443204e-10, 1.3835239829778636e-12, 3.7025134771492407e-12, 9.0499826109022744e-10, 7.7120786872518326e-08, 9.5256892856377224e-11, 5.9702687872336048e-10, 1.0378042540875353e-10, 0.59321202541329532, 
0.02389396569926696, 5.8198423682673051, 4.0538231285728374e-205, 797.93469869640671, 0.34147310691994198, 0.21388112853166111, 0.0066063021991901961, 0.00048903237305626495, 0.13868379878036108, 0.0013181310614129688, 0.045036421583289028, 0.00024141151376119659, 9.0969013626565902e-05, 9.6162789085861247e-10, 1.7696108761685502e-10, 1.5434536962257731e-12, 3.9771642993126202e-12, 1.0192645818492572e-09, 8.351245084290896e-08, 9.4504598170165128e-11, 6.594030974583827e-10, 1.082647068252657e-10, 0.59365271840564426, 
0.02389593778623901, 5.901207481729954, 3.232450647455416e-205, 809.7909846266466, 0.33676568116117839, 0.21197411919168618, 0.0069890444769877252, 0.00052889383178991224, 0.13806306357032247, 0.0013242273445361415, 0.046712134989830567, 0.00023459377656641746, 8.7461832517511711e-05, 1.0836089718001838e-09, 2.0109079655374357e-10, 1.722295690002315e-12, 4.2687501272879065e-12, 1.143346355311364e-09, 9.0353780156787346e-08, 9.3991650371352938e-11, 7.2755524709274372e-10, 1.1292854779911241e-10, 0.59408636726347031, 
0.023897909873211061, 5.982115423784566, 1.7424446871659478e-205, 821.59324792784071, 0.3322121984406885, 0.21005233410711469, 0.0073813793073295667, 0.00057159467968925294, 0.13742450406522683, 0.0013309807427353785, 0.048414590710717235, 0.00022809180375811688, 8.394242293456308e-05, 1.2178669273494544e-09, 2.2788882183175315e-10, 1.9219782391147442e-12, 4.5779904456771721e-12, 1.2776276789316396e-09, 9.766924106290829e-08, 9.3703730012243441e-11, 8.0191994159230355e-10, 1.1777986461505997e-10, 0.59451248074796637, 
0.023899881960183111, 6.0625339015790694, 2.7655476525693011e-206, 833.33914489285678, 0.32780621114490144, 0.20811552380608209, 0.0077831030422051478, 0.00061725253575810692, 0.13676763276144407, 0.0013386127083506163, 0.050144020488337264, 0.0002218876532462076, 8.042616227193312e-05, 1.3651841313091724e-09, 2.575595322291601e-10, 2.1445441668228136e-12, 4.90560094458143e-12, 1.4224732379692641e-09, 1.0548414948342515e-07, 9.3628820020411439e-11, 8.8295827179227432e-10, 1.2282668344659751e-10, 0.59493143120647429, 
0.023901854047155162, 6.14247582251026, -2.0346104411207595e-205, 845.02653235914192, 0.32354118769016543, 0.20616437492158449, 0.008194044862542044, 0.00066597921470596354, 0.13609182603934661, 0.0013473342882183476, 0.051900703558058169, 0.00021596379234953085, 7.692737178187451e-05, 1.5263452304842281e-09, 2.9031216269755402e-10, 2.3921489251469205e-12, 5.2522908294125874e-12, 1.578234062127872e-09, 1.138244190524694e-07, 9.3756352805833119e-11, 9.7115056365521343e-10, 1.2807688001182154e-10, 0.59534272753147421, 
0.023903826134127212, 6.2219102095777146, -4.2978925240749376e-205, 856.65342834182309, 0.31941128522188938, 0.20419864776661897, 0.0086139884057246287, 0.00071787801377785063, 0.13539659514991004, 0.001357342314965526, 0.053684878678794207, 0.00021030340456764255, 7.3459458136257937e-05, 1.7021304398418802e-09, 3.2635915291385381e-10, 2.6670473980314343e-12, 5.6187556534130568e-12, 1.7452385291659957e-09, 1.2271676349977007e-07, 9.4077319986945788e-11, 1.0670015477303856e-09, 1.335381318701202e-10, 0.59574677901411044, 
0.023905798221099263, 6.3008536104826227, -7.3951070398164604e-205, 868.21799005663206, 0.31541056724846289, 0.20221906710400181, 0.0090427536728308906, 0.000773044853134745, 0.13468132560206425, 0.0013688241297101281, 0.055496819236967178, 0.00020488968387675344, 7.0034748705699977e-05, 1.8933120736599986e-09, 3.6591593253036191e-10, 2.9715894267195461e-12, 6.0056744626391763e-12, 1.9238023174814963e-09, 1.3218839602155686e-07, 9.4583322666752645e-11, 1.1710335951399017e-09, 1.3921734507500811e-10, 0.59614310318347064, 
0.023907770308071313, 6.3792756974631164, -1.0413912799636925e-204, 879.71847980763448, 0.31153377021231243, 0.20022542607421021, 0.0094801069881419869, 0.00083156532234768363, 0.13394555158121338, 0.0013819539804545114, 0.057336734557640545, 0.00019970583304139173, 6.6664642799963089e-05, 2.1006465375379913e-09, 4.0919906589570732e-10, 3.3082007417266413e-12, 6.413701018545787e-12, 2.1142543238323427e-09, 1.4226725902877013e-07, 9.5266493522121543e-11, 1.2837926938432391e-09, 1.4512011844279199e-10, 0.59653214259489018, 
0.023911714482015414, 6.5346578527832975, -1.0834745824081573e-204, 902.52404478620429, 0.30412729097112162, 0.19622398254934834, 0.01037403517713328, 0.00095801246840301001, 0.13242160980784773, 0.0014134255639329143, 0.061075607402094924, 0.00019003789437319377, 6.0163082299243775e-05, 2.5626906353570629e-09, 5.068993496990331e-10, 4.0795690801954403e-12, 7.2887779448412869e-12, 2.5302689510442877e-09, 1.6417513396022779e-07, 9.7124024318481757e-11, 1.535334054528679e-09, 1.5751767016688581e-10, 0.59728295447823032, 
0.023915658655959515, 6.6879884424356835, -1.1346617440836115e-204, 925.06224418997317, 0.29715602910926375, 0.1921721699978324, 0.011299236263401135, 0.0010981445777017798, 0.13081484743003655, 0.0014530962737181238, 0.0649224663943406, 0.00018112754269715246, 5.3982029792228335e-05, 3.0951103574853209e-09, 6.2142001996044443e-10, 5.0039547475221334e-12, 8.2512628770057274e-12, 2.9962888548811025e-09, 1.8871450957694537e-07, 9.9592809185923552e-11, 1.8261697693333318e-09, 1.7084438479945688e-10, 0.59800473195328907, 
0.023919602829903616, 6.8392426422189638, -1.1934981780272283e-204, 947.3228399325335, 0.29058548548229346, 0.18807322643007671, 0.012253662652416102, 0.0012521868381825919, 0.12912272660934312, 0.0015019729946975304, 0.068877266631074074, 0.0001728998142874464, 4.8173654637795531e-05, 3.7025266949808949e-09, 7.5416973259454415e-10, 6.1002015796800856e-12, 9.3044231848355324e-12, 3.5137387817538701e-09, 2.1609650418454024e-07, 1.0265832713632393e-10, 2.1605836191520654e-09, 1.8517209155797984e-10, 0.59869765784452655, 
0.023923547003847714, 6.9883940882738607, -1.2613149426326467e-204, 969.29562514224631, 0.28438483216412219, 0.18393098382696271, 0.013235065972566587, 0.0014201601474048496, 0.12734350051130575, 0.0015608935741206584, 0.072938986449170587, 0.00016528016187447369, 4.2775724120854637e-05, 4.3888148165656601e-09, 9.0638510234261995e-10, 7.3861574445171462e-12, 1.0450525617488876e-11, 4.0836040574109459e-09, 2.4653259691700435e-07, 1.0631208156004098e-10, 2.5429277401108772e-09, 2.0057309007889499e-10, 0.59936209485342296, 
0.023927491177791811, 7.1354126930418191, -1.3376988567823326e-204, 990.97005671437432, 0.27852656504503059, 0.17974993826028246, 0.014240981725505463, 0.0016018773603021408, 0.12547633357178831, 0.0016305301392886787, 0.07710546773451199, 0.00015819955168120572, 3.7812521674053527e-05, 5.1569717906316696e-09, 1.0790872468425447e-09, 8.8778785779886748e-12, 1.1690630350485049e-11, 4.7063934105255132e-09, 2.802319160016131e-07, 1.1054804263561347e-10, 2.9775370644341672e-09, 2.1711802311155546e-10, 0.59999856463482559, 
0.023931435351735912, 7.2802610498800338, -1.422838221920537e-204, 1012.3349971843401, 0.27298617830426969, 0.17553526186674889, 0.015268718801755033, 0.0017969454929769489, 0.12352140134410095, 0.0017113929303857816, 0.081373295511250388, 0.00015159595354707987, 3.3296012134627214e-05, 6.0090065639799817e-09, 1.2730442382460206e-09, 1.058884332152206e-11, 1.3024401875128896e-11, 5.3820986553055934e-09, 3.1739838599395932e-07, 1.1536121817553466e-10, 3.4686327921355509e-09, 2.3487393812195286e-10, 0.60060775818208367, 
0.023935379525680013, 7.4229003188062892, -1.5092764297347216e-204, 1033.3794918450756, 0.26774159788420993, 0.17129282947616439, 0.0163153595692818, 0.0020047735950907415, 0.12147995761154505, 0.001803833906651447, 0.085737721345143278, 0.00014541430136378504, 2.9227203114376897e-05, 6.9458556939845831e-09, 1.488742098549251e-09, 1.2529226986143454e-11, 1.4449949053958502e-11, 6.1102221426262559e-09, 3.5822778005020284e-07, 1.207467298857058e-10, 4.02021691395618e-09, 2.5390218009081716e-10, 0.60119050579720013, 
0.023939323699624114, 7.5632908859672048, -1.6033243823538657e-204, 1054.0930292906612, 0.26277285167970105, 0.16702919059418772, 0.017377765281710644, 0.0022245853881237717, 0.11935437559996374, 0.0019080504192068748, 0.090192626869959824, 0.00013960604224634923, 2.5597646654528972e-05, 7.9673269348187793e-09, 1.7263622808922537e-09, 1.4705287118447142e-11, 1.5963706977868379e-11, 6.8896912476143838e-09, 4.0290477596422959e-07, 1.2669913189122355e-10, 4.6359613757399178e-09, 2.7425639689495659e-10, 0.60174777760220433, 
0.023943267873568215, 7.7013895046125729, -5.0732684778811396e-205, 1074.4650692557782, 0.25806195248373043, 0.16275154807675873, 0.018452593345909422, 0.0024554362517480543, 0.11714815215512872, 0.002024089758181526, 0.094730535959999973, 0.00013412864335101492, 2.2391013376746643e-05, 9.072073621807398e-09, 1.9857711348092381e-09, 1.7118897316551339e-11, 1.7560373059314961e-11, 7.7189056924028168e-09, 4.5160012712491415e-07, 1.3321192448030896e-10, 5.3190959297081697e-09, 2.9598091568674896e-10, 0.60228064863570019, 
0.023947212047512316, 7.8371484983184265, 6.6354503407820118e-205, 1094.4851187843071, 0.25359266621287657, 0.15846768785889845, 0.019536319222763315, 0.0026962335155935771, 0.11486588493565864, 0.0021518547982438642, 0.099342664977839668, 0.00012894504619391102, 1.9584681393357429e-05, 1.0257597736835879e-08, 2.2665180793655503e-09, 1.9767260396556617e-11, 1.9232904372193349e-11, 8.5957344004789916e-09, 5.0446802060735188e-07, 1.4027718053250538e-10, 6.072299170350524e-09, 3.1910927627803119e-10, 0.60279029280485863, 
0.023951156221456417, 7.9705173405248493, 1.7405158655770774e-204, 1114.1428384360911, 0.24935029381453122, 0.15418591645841317, 0.020625268594911404, 0.0029457595694245024, 0.11251321597491938, 0.0022911114191201359, 0.10401901492515762, 0.00012402313489705307, 1.7151280917620338e-05, 1.1520280883639234e-08, 2.5678430330246924e-09, 2.264281996281021e-11, 2.0972582026780193e-11, 9.5175334472667477e-09, 5.6164369361628693e-07, 1.4788526649082389e-10, 6.8975967704329473e-09, 3.4366302075890848e-10, 0.60327794596012774, 
0.023955100395400514, 8.1014425092367066, 2.8743954080716505e-204, 1133.4281688431392, 0.24532148426997247, 0.1499149577655306, 0.021715652316612492, 0.0032026966735350616, 0.11009675151089988, 0.0024414977183799436, 0.10874849454249989, 0.00011933524565936815, 1.506014954511894e-05, 1.2855439676092898e-08, 2.8886921196392291e-09, 2.5733372095264016e-11, 2.2769142684647077e-11, 1.048117395335178e-08, 6.2324138917585232e-07, 1.5602467926284255e-10, 7.7962719930465045e-09, 3.6965081463852582e-10, 0.60374489624019267, 
0.023959044569344612, 8.2298694154121339, 3.8123664298438469e-204, 1152.3314691786379, 0.24149406060044423, 0.14566385892350381, 0.022803609272806755, 0.0034656530003011996, 0.10762395480968216, 0.0026025352980873864, 0.11351907583681196, 0.00011485771379449275, 1.3278660350212888e-05, 1.4257403291145855e-08, 3.2277409382357912e-09, 2.9022370974819959e-11, 2.4610974807702176e-11, 1.1483080977655693e-08, 6.8935269443797347e-07, 1.6468197157438388e-10, 8.7687919033181627e-09, 3.9706793641337845e-10, 0.60419244877956724, 
0.023962988743288713, 8.3557426688001417, 4.7880134880815164e-204, 1170.8436593954339, 0.23785687285095258, 0.14144186603663994, 0.023885249400243013, 0.0037331888220719844, 0.10510302228149106, 0.0027736422487683074, 0.11831796941060319, 0.00011057045788190118, 1.1773399279909925e-05, 1.5719608609841939e-08, 3.5834238804151631e-09, 3.2489405423471245e-11, 2.6485371437545939e-11, 1.2519280794521098e-08, 7.600453161984598e-07, 1.7384177692016565e-10, 9.8147535317599798e-09, 4.2589615755534654e-10, 0.60462191560192491, 
0.023966932917232814, 8.4790080909997894, 5.5861689246656285e-204, 1188.9563594543561, 0.23439966286068425, 0.13725831192680732, 0.02495670159718897, 0.0040038424729581029, 0.10254274213295606, 0.0029541477736331856, 0.12313181962828272, 0.00010645659097006532, 1.0511176189916155e-05, 1.7234710294959857e-08, 3.9539684898807489e-09, 3.6110819995700839e-11, 2.8378829535250469e-11, 1.3585457162797625e-08, 8.3536230500795727e-07, 1.834869022984415e-10, 1.0932851937564295e-08, 4.5610400176208794e-10, 0.60503458492764017, 
0.023970877091176915, 8.599613165310485, 6.4078400184024698e-204, 1206.6620191731199, 0.23111295184942715, 0.13312248496394166, 0.026014158990945845, 0.0042761551121542592, 0.099952345503589654, 0.0031433078205851976, 0.12794690652877555, 0.00010250205707209553, 9.4598645993298836e-06, 1.8794701089684786e-08, 4.3374331452746887e-09, 3.9860441972481732e-11, 3.0277381407268958e-11, 1.4677013182488137e-08, 9.153217511753216e-07, 1.9359849581705773e-10, 1.2120872728996192e-08, 4.8764736328732214e-10, 0.60543171315518141, 
0.023974821265121016, 8.7175089050131831, -1.7855515640587534e-203, 1223.9540338558018, 0.22798793835485379, 0.12904351359138463, 0.027053925949210925, 0.0045486940543262829, 0.097341350845562127, 0.0033403214910715634, 0.13274935396692206, 9.869528656634104e-05, 8.5890703933804526e-06, 2.0391039930399518e-08, 4.7317470299108148e-09, 4.3710378658845973e-11, 3.2166943783396098e-11, 1.5789138793164273e-08, 9.9991693157629015e-07, 2.041562576919492e-10, 1.3375708882199579e-08, 5.2047043880985249e-10, 0.6058145007394925, 
0.023978765439065117, 8.8326502889295835, -4.2609797859646127e-203, 1240.8268413986639, 0.22501641499404801, 0.12503024253205308, 0.028072459954533481, 0.0048200738670311936, 0.094719410331478293, 0.0035443475310852979, 0.13752533171094997, 9.5026871133360009e-05, 7.8706359306618345e-06, 2.2014783545297993e-08, 5.1347507364902109e-09, 4.7631842954241834e-11, 3.4033667757577165e-11, 1.6916880128823759e-08, 1.089116901248174e-06, 2.1513869950480294e-10, 1.4693402277573726e-08, 5.5450692651762448e-10, 0.60618408783777566, 
0.023982709613009218, 8.9449978088985045, -5.8746266869279564e-203, 1257.2759981247559, 0.22219069399825311, 0.12109112799215806, 0.029066412457670585, 0.0050889751626455237, 0.092096159526717444, 0.0037545206845055294, 0.14226125130654896, 9.1489255409157139e-05, 7.2789884745120412e-06, 2.3656719611001513e-08, 5.5442366650262677e-09, 5.1595974396109987e-11, 3.5864274937601325e-11, 1.8055210532446558e-08, 1.1828674821499237e-06, 2.2652342064240425e-10, 1.6069207584099779e-08, 5.8968142924117701e-10, 0.6065415375293487, 
0.023986653786953315, 9.0545177400100769, -7.5079328253719489e-203, 1273.2982311352787, 0.21950354784902712, 0.11723413335030276, 0.030032662791575154, 0.0053541604948109407, 0.089481077292473732, 0.0039699673429932697, 0.14694394529150212, 8.8076446215655518e-05, 6.7913451188469636e-06, 2.5307497693231698e-08, 5.9579878901037879e-09, 5.5574621931711369e-11, 3.7646364932007999e-11, 1.9199099529479591e-08, 1.2810926209748223e-06, 2.3828739902598367e-10, 1.7497676885920056e-08, 6.259109997411825e-10, 0.6068878356327051, 
0.023990597960897413, 9.1611832553807364, -8.1966995518833079e-203, 1288.8914663597957, 0.21694815705062098, 0.1134666459468541, 0.03096834902755087, 0.0056144874522428313, 0.08688335679853515, 0.0041898204561531989, 0.15156083051082819, 8.4783733449903206e-05, 6.3877874819387563e-06, 2.6957756474292629e-08, 6.3738151222092406e-09, 5.9541068665879764e-11, 3.9368682994046482e-11, 2.0343579621285817e-08, 1.3836960517431229e-06, 2.5040724491691694e-10, 1.8972760921769784e-08, 6.6310672901729259e-10, 0.60722388093051616, 
0.023994542134841514, 9.2649744364470799, -8.888998999080947e-203, 1304.054831894191, 0.2145180696402621, 0.10979540064016984, 0.031870890968839161, 0.0058689185787743564, 0.084311792446863251, 0.0044132334470968655, 0.15610004755176296, 8.1607405552861618e-05, 6.0512210208815209e-06, 2.8598243967477519e-08, 6.789591178426359e-09, 6.3470682297439913e-11, 4.1021337800239857e-11, 2.1483807711619822e-08, 1.4905632227779635e-06, 2.628593362292669e-10, 2.0487923915984999e-08, 7.0117516260933214e-10, 0.60755048874860373, 
0.023998486308785615, 9.3658789099062787, -8.8739075825059086e-203, 1318.7886373949166, 0.21220716622168592, 0.10622642492383229, 0.032738008903033453, 0.0061165283562937944, 0.081774682742959362, 0.004639393485470337, 0.16055057818631571, 7.8544392216704317e-05, 5.767233586177063e-06, 3.0219929342536533e-08, 7.2032836849336309e-09, 6.7341491952122494e-11, 4.2595963496266165e-11, 2.2615122519433168e-08, 1.6015634185002324e-06, 2.7561953092387322e-10, 2.2036266962549148e-08, 7.4001879692740548e-10, 0.6078683870126953, 
0.024002430482729716, 9.4638915632425302, -8.8588321717340467e-203, 1333.0943309038842, 0.21000963370757159, 0.10276499439310238, 0.033567734370711602, 0.0063565070730237953, 0.079279751805682711, 0.0048675345159700824, 0.16490233529739623, 7.5591604523618286e-05, 5.5238666743226143e-06, 3.1814102987305464e-08, 7.6129871877080507e-09, 7.1134698619276729e-11, 4.4085821514265726e-11, 2.3733131008816793e-08, 1.7165520350817706e-06, 2.8866154442216633e-10, 2.3610656417911642e-08, 7.795327823401083e-10, 0.60817822256658771, 
0.024010318830617917, 9.6513429038042045, -6.8965197251052219e-203, 1360.4369806976902, 0.20593101234241457, 0.0962114082927812, 0.035102723340656956, 0.0068091492698494531, 0.074463792798081643, 0.0053251921454306435, 0.17323856174711094, 7.003196219200311e-05, 5.1314895278148556e-06, 3.4878816069621058e-08, 8.4109931872367714e-09, 7.8404927955816338e-11, 4.6782121758651596e-11, 2.5908343324123748e-08, 1.9566699783934167e-06, 3.1533708915484282e-10, 2.6797696590739143e-08, 8.5973293037310531e-10, 0.60877195498828474, 
